name,minecraft_version,author,created_at,forum_url
"[1.1][SSP/SMP] Elad's Mods (ItemRequirement, MorePressurePlates) - Multiplayer support added!",1.1,eladh,10/2/2012,http://www.minecraftforum.net/topic/1013921-11sspsmp-elads-mods-itemrequirement-morepressureplates-multiplayer-support-added/
[1.1] CRAFTABLE SADDLES [1.1],1.1,erekohn,6/2/2012,http://www.minecraftforum.net/topic/1003921-11-craftable-saddles-11/
[1.1] RECYCLING MOD!!!!,1.1,trotter32,4/2/2012,http://www.minecraftforum.net/topic/997387-11-recycling-mod/
[1.1]GemStones+,1.1,Serrots,3/2/2012,http://www.minecraftforum.net/topic/994288-11gemstones/
[1.1]Lighting Blocks Mod v1.0 *UPDATED FOR 1.1*,1.1,Supreme,3/1/2012,http://www.minecraftforum.net/topic/916718-11lighting-blocks-mod-v10-updated-for-11/
[1.1] q3hardcore's mods,1.1,q3hardcore,2/2/2012,http://www.minecraftforum.net/topic/993802-11-q3hardcores-mods/
[1.1] Ladder Collision Boxes are Back!,1.1,Vazkii,1/2/2012,http://www.minecraftforum.net/topic/991559-11-ladder-collision-boxes-are-back/
[1.1] Reusable Items Mod,1.1,Kovacic,30/01/2012,http://www.minecraftforum.net/topic/987073-11-reusable-items-mod/
[1.1] Kid's Extra World Types mod[WIP],1.1,kidcomm,28/01/2012,http://www.minecraftforum.net/topic/980863-11-kids-extra-world-types-modwip/
[1.1] The Conaneve1 Mod [Mod Version 1.8],1.1,conaneve1,25/12/2011,http://www.minecraftforum.net/topic/893470-11-the-conaneve1-mod-mod-version-18/
[1.1] Advanced xray [V1.0],1.1,IAmDrNoLife,25/02/2012,http://www.minecraftforum.net/topic/1056722-11-advanced-xray-v10/
[1.1] Dangerous Mining v0.1 - With mod-loader compatibility,1.1,monsoon300,24/02/2012,http://www.minecraftforum.net/topic/1052175-11-dangerous-mining-v01-with-mod-loader-compatibility/
[1.1] EXPLODING ARROWS AND CHICKENS,1.1,therealtalon,23/01/2012,http://www.minecraftforum.net/topic/966969-11-exploding-arrows-and-chickens/
Minecraft Mod [1.1] Update World Mode Changer,1.1,amvoverwizzle,21/11/2011,http://www.minecraftforum.net/topic/805604-minecraft-mod-11-update-world-mode-changer/
[1.1] Tatter Mod,1.1,Kubakhj,21/02/2012,http://www.minecraftforum.net/topic/1044539-11-tatter-mod/
[1.1] MandH's Mod Pack,1.1,MandH,20/01/2012,http://www.minecraftforum.net/topic/956979-11-mandhs-mod-pack/
[1.1] Freeze Time!(kinda),1.1,Decman1717,19/02/2012,http://www.minecraftforum.net/topic/1041313-11-freeze-timekinda/
[1.1] The Decor Mod by The TeamZenga Modding Crew,1.1,TeamZenga,16/02/2012,http://www.minecraftforum.net/topic/1030252-11-the-decor-mod-by-the-teamzenga-modding-crew/
[1.1] v0.1 Block Of Flames,1.1,KryptoKid,15/01/2012,http://www.minecraftforum.net/topic/943896-11-v01-block-of-flames/
[INACTIVE][1.1] More Tools,1.1,Sondre1236,15/01/2012,http://www.minecraftforum.net/topic/946004-inactive11-more-tools/
[1.1] Sandstone Tools Mod [Requires Modloader],1.1,TheMinecraftianDailyReal,15/01/2012,http://www.minecraftforum.net/topic/946621-11-sandstone-tools-mod-requires-modloader/
Herobrine Mod[v1.1],1.1,dan1832123,12/2/2012,http://www.minecraftforum.net/topic/1019268-herobrine-modv11/
[1.1] BetterBiome,1.1,DSZM,11/2/2012,http://www.minecraftforum.net/topic/1017551-11-betterbiome/
[1.1] Nandonalt's Mods ![Unofficial] Cactus Craft + Masks++,1.1,Yoshikeepers,8/2/2012,http://www.minecraftforum.net/topic/1008959-11-nandonalts-mods-unofficial-cactus-craft-masks/
[1.1] More buttons mod [WIP],1.1,cancan65,7/2/2012,http://www.minecraftforum.net/topic/1007939-11-more-buttons-mod-wip/
[1.1]CopperMod[Ore],1.1,garret1t,6/2/2012,http://www.minecraftforum.net/topic/1003878-11coppermodore/
Obsidian Tools [1.1],1.1,FlorianGeil,6/2/2012,http://www.minecraftforum.net/topic/1004836-obsidian-tools-11/
[1.1] TreePuncher [1.1],1.1,erekohn,6/2/2012,http://www.minecraftforum.net/topic/1005220-11-treepuncher-11/
[1.1] New Crimson Tools!,1.1,JulianModder,5/2/2012,http://www.minecraftforum.net/topic/1000597-11-new-crimson-tools/
[1.1][SSP] More-food-mod,1.1,tthomas1996,1/2/2012,http://www.minecraftforum.net/topic/990976-11ssp-more-food-mod/
[1.1] InstantMine V2.1 [In Survival],1.1,logichound,29/02/2012,http://www.minecraftforum.net/topic/1065814-11-instantmine-v21-in-survival/
[1.1] Slimy Mod FINAL-UPDATET FOR MC 1.1 v1.2.2,1.1,ThePacmanGamer,28/11/2011,http://www.minecraftforum.net/topic/826491-11-slimy-mod-final-updatet-for-mc-11-v122/
[1.1] GunpowderCraft V1,1.1,Tobben00,27/11/2011,http://www.minecraftforum.net/topic/822998-11-gunpowdercraft-v1/
[Beta 1.3_01] Coffeee's Light Dirt. [V1.1],1.1,coffeee_table,27/03/2011,http://www.minecraftforum.net/topic/226894-beta-13-01-coffeees-light-dirt-v11/
[1.1] Unbreakable (for SP) v2,1.1,ALeone,27/02/2012,http://www.minecraftforum.net/topic/1061072-11-unbreakable-for-sp-v2/
[1.1] Bronze Mod by Hey0Faze [SSP],1.1,Hey0Faze,27/02/2012,http://www.minecraftforum.net/topic/1061627-11-bronze-mod-by-hey0faze-ssp/
[1.1] AUTOMATIC RESPAWN ON DEATH [MP],1.1,Ceryn,26/02/2012,http://www.minecraftforum.net/topic/1058586-11-automatic-respawn-on-death-mp/
[1.1] Lifebar Mod,1.1,Neox30650,25/02/2012,http://www.minecraftforum.net/topic/1055978-11-lifebar-mod/
[1.1] GUI Shop v1.1,1.1,MrOnlyOne,25/01/2012,http://www.minecraftforum.net/topic/971247-11-gui-shop-v11/
[1.1]  [WIP] T.U.S.P.E - Ores and Minerals V.0_04~Update [1/22],1.1,Yoshikeepers,22/01/2012,http://www.minecraftforum.net/topic/965783-11-wip-tuspe-ores-and-minerals-v0-04update-122/
"[1.1] Super"" Weapons & Tools""",1.1,Minimoto96,21/02/2012,http://www.minecraftforum.net/topic/1046599-11-super-weapons-tools/
[1.1] Craftable Extras [Spawn Eggs/Alchemy/Music Discs/Repairs/Extras],1.1,twinsonian,21/01/2012,http://www.minecraftforum.net/topic/960055-11-craftable-extras-spawn-eggsalchemymusic-discsrepairsextras/
Slimes at the Surface Mod [1.1] (UPDATED),1.1,florilu,17/01/2012,http://www.minecraftforum.net/topic/950579-slimes-at-the-surface-mod-11-updated/
[1.1] [SSP] [First Mod] Beef Stew 1.1/Steve Mob 1.1 [MOB],1.1,jac0b711,16/02/2012,http://www.minecraftforum.net/topic/1030761-11-ssp-first-mod-beef-stew-11steve-mob-11-mob/
[1.1] [SP] Plains'R'Plains!,1.1,Byte2908,14/02/2012,http://www.minecraftforum.net/topic/1026011-11-sp-plainsrplains/
[1.1]Chris's Foods Mod[Modloader],1.1,ChrisPrankster,11/2/2012,http://www.minecraftforum.net/topic/1015239-11chriss-foods-modmodloader/
[1.1] LogiClient,1.1,alexmack929,6/2/2012,http://www.minecraftforum.net/topic/1005396-11-logiclient/
[1.1] KittyCubical's Materials 2,1.1,kittycubical,6/1/2012,http://www.minecraftforum.net/topic/923926-11-kittycubicals-materials-2/
[1.1] Glowing Glass mod [v1.0],1.1,Thenewbmodder,5/2/2012,http://www.minecraftforum.net/topic/1002487-11-glowing-glass-mod-v10/
[1.1]Lantern[Light][BLOCK][Modloader],1.1,dakargr,4/2/2012,http://www.minecraftforum.net/topic/997832-11lanternlightblockmodloader/
[1.1] Switch worlds mod,1.1,thelildrummabot,2/2/2012,http://www.minecraftforum.net/topic/992283-11-switch-worlds-mod/
[1.1]Technicolor Dream World,1.1,kidcomm,1/2/2012,http://www.minecraftforum.net/topic/990105-11technicolor-dream-world/
[1.1] Midas Touch mod,1.1,hjjais,31/01/2012,http://www.minecraftforum.net/topic/987676-11-midas-touch-mod/
"[1.1][SMP] Flan's Old Mods : Planes, WW2 Guns, Vehicles, PlayerAPI, Moods, MpUtils, Teams",1.1,jamioflan,30/03/2012,http://www.minecraftforum.net/topic/1128223-11smp-flans-old-mods-planes-ww2-guns-vehicles-playerapi-moods-mputils-teams/
[1.1] Trampoline Mod [V1.0],1.1,MinecraftM0b,30/01/2012,http://www.minecraftforum.net/topic/986365-11-trampoline-mod-v10/
MY top 4 minecraft mods for minecraft [1.1] (update),1.1,legokat,28/01/2012,http://www.minecraftforum.net/topic/977978-my-top-4-minecraft-mods-for-minecraft-11-update/
[1.1] Flax's Mods,1.1,Flax,28/01/2012,http://www.minecraftforum.net/topic/980334-11-flaxs-mods/
[1.1]BASICraft! Code your own spells!,1.1,rapture_survivor,28/01/2012,http://www.minecraftforum.net/topic/980540-11basicraft-code-your-own-spells/
[1.1] Automatic Diamond Digger,1.1,Twisted_Tornado,27/02/2012,http://www.minecraftforum.net/topic/1062641-11-automatic-diamond-digger/
[1.1] Cupcake's V1.1 [Modloader] [SSP],1.1,jackd44,26/02/2012,http://www.minecraftforum.net/topic/1058697-11-cupcakes-v11-modloader-ssp/
[1.1] Speedstone v0.1.1,1.1,ClintonM0,26/01/2012,http://www.minecraftforum.net/topic/973981-11-speedstone-v011/
[1.1] AndyMCraft - Compressed Blocks - v0.0.2 Alpha,1.1,AndyMCraft,25/02/2012,http://www.minecraftforum.net/topic/1055361-11-andymcraft-compressed-blocks-v002-alpha/
[1.1] tougher monsters,1.1,createloss,25/02/2012,http://www.minecraftforum.net/topic/1056093-11-tougher-monsters/
Ianuim's Custom Minecraft Sounds [1.1][2-20-12],1.1,Ianuim,21/02/2012,http://www.minecraftforum.net/topic/1044886-ianuims-custom-minecraft-sounds-112-20-12/
"MoreOres [1.1] (Contains: Copper, Tin, And bronze)",1.1,Fearfull,20/01/2012,http://www.minecraftforum.net/topic/957620-moreores-11-contains-copper-tin-and-bronze/
[1.1] Flo's Slime Mod (V. 2.1),1.1,123FLO321,17/12/2011,http://www.minecraftforum.net/topic/872224-11-flos-slime-mod-v-21/
ABANDONED [1.1] New Game Buttons + Translatable Strings [v1.02] + My Spanish Language Pack,1.1,Lord_Rius,16/01/2012,http://www.minecraftforum.net/topic/948875-abandoned-11-new-game-buttons-translatable-strings-v102-my-spanish-language-pack/
[1.1]-[ Pre 0.1_09A] CodeArf - Be the Wolf! (Need help coding),1.1,Turtle5204,16/01/2012,http://www.minecraftforum.net/topic/948903-11-pre-01-09a-codearf-be-the-wolf-need-help-coding/
[V1.1]Light Block Mod [Mod Version 1.1_01] [SSP],1.1,watkins577,16/01/2012,http://www.minecraftforum.net/topic/949091-v11light-block-mod-mod-version-11-01-ssp/
[1.1] Freezecraft Mod [Modloader Required],1.1,TheMinecraftianDailyReal,14/01/2012,http://www.minecraftforum.net/topic/940590-11-freezecraft-mod-modloader-required/
NO Spiders! [1.1],1.1,doyalikewaff,14/01/2012,http://www.minecraftforum.net/topic/943032-no-spiders-11/
[1.1] Seal's Mods,1.1,Big_Fat_Seal,11/2/2012,http://www.minecraftforum.net/topic/1016078-11-seals-mods/
[1.1] - Better Sign mod [SSP],1.1,tthomas1996,8/2/2012,http://www.minecraftforum.net/topic/1009263-11-better-sign-mod-ssp/
[1.1]Boyko's Basic Pack [SSP],1.1,RDABoyko,6/2/2012,http://www.minecraftforum.net/topic/1004164-11boykos-basic-pack-ssp/
[1.1]Lava be gone! [NO MODLOADER],1.1,Logicx,4/2/2012,http://www.minecraftforum.net/topic/998086-11lava-be-gone-no-modloader/
[1.1] calebmanley's Fossil Mod V1 (SSP),1.1,calebmanley,2/3/2012,http://www.minecraftforum.net/topic/1068975-11-calebmanleys-fossil-mod-v1-ssp/
[1.1]ObsidianThingys,1.1,X_Warrior,1/2/2012,http://www.minecraftforum.net/topic/990641-11obsidianthingys/
[1.1] The Jewel Mod [V1.0],1.1,MinecraftM0b,30/01/2012,http://www.minecraftforum.net/topic/986260-11-the-jewel-mod-v10/
[1.1] KnightlyWeaponsMod Version 1.0,1.1,thesidekick,29/08/2011,http://www.minecraftforum.net/topic/585490-11-knightlyweaponsmod-version-10/
[1.1] Wool World Mod,1.1,MinecraftExpert2330,29/01/2012,http://www.minecraftforum.net/topic/981538-11-wool-world-mod/
[1.1] - Updated ModInstaller,1.1,HelloIMCOOL,28/02/2012,http://www.minecraftforum.net/topic/1063191-11-updated-modinstaller/
[1.1]McEasy Mod,1.1,svensonic1,28/01/2012,http://www.minecraftforum.net/topic/978982-11mceasy-mod/
[1.1] MineCraft Mod Auroreas. Official Beta Release,1.1,jewell012,27/02/2012,http://www.minecraftforum.net/topic/1061098-11-minecraft-mod-auroreas-official-beta-release/
[1.1]Minecraft Alpha Title Mod +,1.1,rawr1soldier,26/02/2012,http://www.minecraftforum.net/topic/1057613-11minecraft-alpha-title-mod/
[MOD] [1.1]  MOREBLOCKS [MODLOADER],1.1,BobwontRolle,24/01/2012,http://www.minecraftforum.net/topic/968493-mod-11-moreblocks-modloader/
[1.1] Traft,1.1,TheEyes,24/01/2012,http://www.minecraftforum.net/topic/969919-11-traft/
[1.1][SSP]More Stairs[v1.0BETA],1.1,Gamex101,22/02/2012,http://www.minecraftforum.net/topic/1048916-11sspmore-stairsv10beta/
[V1.1]Reinforced Blocks - v1.5 w/ Reinforced Iron!,1.1,MoeJo3y,19/02/2012,http://www.minecraftforum.net/topic/1039677-v11reinforced-blocks-v15-w-reinforced-iron/
[1.1] Mo'Awsomeness Mod By TeamZenga,1.1,TeamZenga,19/02/2012,http://www.minecraftforum.net/topic/1041053-11-moawsomeness-mod-by-teamzenga/
[1.1] Obsidian tools V.1,1.1,Christianr74,16/01/2012,http://www.minecraftforum.net/topic/948029-11-obsidian-tools-v1/
[1.1] [MultiPlayer] [No ModLoader] MrFinish54's Weird English Mod! (REPOST5),1.1,MrFinish54,15/02/2012,http://www.minecraftforum.net/topic/1028595-11-multiplayer-no-modloader-mrfinish54s-weird-english-mod-repost5/
[1.1] Minecraft 16x & 64x Faster,1.1,blazingkin,13/02/2012,http://www.minecraftforum.net/topic/1022015-11-minecraft-16x-64x-faster/
[1.1] NetherCraft -- The useful Nether,1.1,tuxed,11/2/2012,http://www.minecraftforum.net/topic/1015970-11-nethercraft-the-useful-nether/
[1.1] Greenscreen Mod,1.1,robinb96,11/2/2012,http://www.minecraftforum.net/topic/1016846-11-greenscreen-mod/
[1.1] Better FlatLand,1.1,Macieklon,10/2/2012,http://www.minecraftforum.net/topic/1013951-11-better-flatland/
[1.1] - Better Sign mod [SSP],1.1,tthomas1996,8/2/2012,http://www.minecraftforum.net/topic/1009625-11-better-sign-mod-ssp/
[1.1][SMP] VanillaX 0.7.0Beta - With ModLoaderMP compatibility,1.1,neocromicon,8/1/2012,http://www.minecraftforum.net/topic/928953-11smp-vanillax-070beta-with-modloadermp-compatibility/
[1.1] Eacob's Mods,1.1,Eacob,6/2/2012,http://www.minecraftforum.net/topic/1004394-11-eacobs-mods/
[1.1] InstaFlint [1.1],1.1,erekohn,6/2/2012,http://www.minecraftforum.net/topic/1005255-11-instaflint-11/
[WIP] SC's mods [1.1],1.1,xaxen,5/2/2012,http://www.minecraftforum.net/topic/1002281-wip-scs-mods-11/
[1.1] Extra Ore and Stuff,1.1,forgotten893,5/1/2012,http://www.minecraftforum.net/topic/920581-11-extra-ore-and-stuff/
Proto Mod [1.1],1.1,SlaughterSlayer,4/2/2012,http://www.minecraftforum.net/topic/999857-proto-mod-11/
[1.1] Footprint Scanner,1.1,hjjais,3/2/2012,http://www.minecraftforum.net/topic/995842-11-footprint-scanner/
[1.1] The Salt Mod,1.1,Gbear605,1/3/2012,http://www.minecraftforum.net/topic/1068003-11-the-salt-mod/
[1.1] Mo' Spawners,1.1,61352151511,1/2/2012,http://www.minecraftforum.net/topic/989747-11-mo-spawners/
[1.1]100% more Crafting [v.2.0] (Updated for 1.1),1.1,Craftingbench12,9/12/2011,http://www.minecraftforum.net/topic/852422-11100-more-crafting-v20-updated-for-11/
[1.1] Goodies n' More,1.1,Boney001,27/02/2012,http://www.minecraftforum.net/topic/1062635-11-goodies-n-more/
[1.1] Easy Minecraft mod and Multiplayer,1.1,amvoverwizzle,26/02/2012,http://www.minecraftforum.net/topic/1059516-11-easy-minecraft-mod-and-multiplayer/
[1.1] SpikyWeps [SP],1.1,ThaTwinkeh,25/02/2012,http://www.minecraftforum.net/topic/1054641-11-spikyweps-sp/
"[1.1] Vik's mods: WebCraft, IceCraft & more!",1.1,Vikhedgehog,25/02/2012,http://www.minecraftforum.net/topic/1055866-11-viks-mods-webcraft-icecraft-more/
[1.1] GreenCraft SMP ModPack V1.3,1.1,DoubtlessEye,25/01/2012,http://www.minecraftforum.net/topic/972554-11-greencraft-smp-modpack-v13/
[1.1] Bedrock Armor 1.1,1.1,Pappnase98,24/02/2012,http://www.minecraftforum.net/topic/1053091-11-bedrock-armor-11/
[1.1]Minecon Capes,1.1,TheMiningCommunity,24/01/2012,http://www.minecraftforum.net/topic/969968-11minecon-capes/
[1.1] EXPLODING TNT COOKIE GIVING TREE OF AWESOMENESS.,1.1,JackIsWinning196,23/01/2012,http://www.minecraftforum.net/topic/968237-11-exploding-tnt-cookie-giving-tree-of-awesomeness/
[16x][1.1]Clean Noise Tex,1.1,ujjwal25993,21/02/2012,http://www.minecraftforum.net/topic/1045564-16x11clean-noise-tex/
[1.1] Pleasent Swamp,1.1,HylNuxx,21/01/2012,http://www.minecraftforum.net/topic/962421-11-pleasent-swamp/
[1.1] Old Menu Mod,1.1,Gamersqueaker,20/02/2012,http://www.minecraftforum.net/topic/1042418-11-old-menu-mod/
[1.1] UPGRADABLE TOOLS / WEAPONS!!!,1.1,trotter32,20/02/2012,http://www.minecraftforum.net/topic/1043911-11-upgradable-tools-weapons/
[Modloader] [1.1] Darkonium,1.1,Birdie570,16/01/2012,http://www.minecraftforum.net/topic/948066-modloader-11-darkonium/
[1.1] Light Obsidian,1.1,iMappleAndiModer,16/01/2012,http://www.minecraftforum.net/topic/948595-11-light-obsidian/
[1.1] Old Ladders,1.1,kombossos,16/01/2012,http://www.minecraftforum.net/topic/948705-11-old-ladders/
[1.1]Multiplayer Hide Chat Mod [V1.0],1.1,RedstoneMinecraft,15/02/2012,http://www.minecraftforum.net/topic/1028434-11multiplayer-hide-chat-mod-v10/
[1.1] Mayan Minecraft - Next Update soon!!,1.1,Crossbowkill200,15/02/2012,http://www.minecraftforum.net/topic/1029564-11-mayan-minecraft-next-update-soon/
[1.1] [SSP] hamishRobb's Mods! Blocks ++! Evil Biome!,1.1,hamishRobb,15/02/2012,http://www.minecraftforum.net/topic/1029597-11-ssp-hamishrobbs-mods-blocks-evil-biome/
Easy Recipes [1.1],1.1,Thecomputerperson2,15/01/2012,http://www.minecraftforum.net/topic/944077-easy-recipes-11/
[1.1] Xray Glass ・�E Find caves without cheating!,1.1,_Anton99,15/01/2012,http://www.minecraftforum.net/topic/944859-11-xray-glass-%e2%80%93-find-caves-without-cheating/
[V1.1] Extended Bedrock Mod Version 2.1,1.1,TheBetaGamez,15/01/2012,http://www.minecraftforum.net/topic/945152-v11-extended-bedrock-mod-version-21/
"[1.1]MrJoshiemoto's New Mod Pack(Minerals, Ores, Nether Trees + More!)",1.1,Mrjoshiemoto,13/02/2012,http://www.minecraftforum.net/topic/1023470-11mrjoshiemotos-new-mod-packminerals-ores-nether-trees-more/
[1.1]SquareMan's Mods,1.1,SquareMan,10/1/2012,http://www.minecraftforum.net/topic/932277-11squaremans-mods/
[1.1]Apple++ v1.0,1.1,nerdboycast000,8/2/2012,http://www.minecraftforum.net/topic/1008766-11apple-v10/
[1.1] More Smelting and More Crafting.,1.1,alexmack929,8/2/2012,http://www.minecraftforum.net/topic/1009770-11-more-smelting-and-more-crafting/
[1.1] EREKOHN'S MODS,1.1,erekohn,4/2/2012,http://www.minecraftforum.net/topic/999420-11-erekohns-mods/
[1.1] Reagle606's more stuff mod v1.2,1.1,Reagle606,2/2/2012,http://www.minecraftforum.net/topic/992480-11-reagle606s-more-stuff-mod-v12/
[V1.1] Blox,1.1,Lotto320,1/2/2012,http://www.minecraftforum.net/topic/990754-v11-blox/
[1.1]SMP High-Resolution skins mod! V1.0,1.1,nallar,31/01/2012,http://www.minecraftforum.net/topic/989057-11smp-high-resolution-skins-mod-v10/
[1.1] Naturals [SSP],1.1,spaetzles,30/12/2011,http://www.minecraftforum.net/topic/907182-11-naturals-ssp/
[1.1] Remotable Light Mod,1.1,robinb96,29/01/2012,http://www.minecraftforum.net/topic/984628-11-remotable-light-mod/
[V1.1] EREKOHN'S MODS,1.1,erekohn,28/01/2012,http://www.minecraftforum.net/topic/978308-v11-erekohns-mods/
[1.1] The Lost Mob,1.1,KryptoKid,25/02/2012,http://www.minecraftforum.net/topic/1055605-11-the-lost-mob/
[1.1] Cyclite,1.1,KryptoKid,25/02/2012,http://www.minecraftforum.net/topic/1055702-11-cyclite/
[1.1]Som'sOres[Modloader],1.1,som nothing,25/02/2012,http://www.minecraftforum.net/topic/1056425-11somsoresmodloader/
[1.1] Biomes+ v1.0,1.1,fligabob,25/02/2012,http://www.minecraftforum.net/topic/1056795-11-biomes-v10/
"[1.1] (V1.3)MinePrinter: Like Worldedit, only clientsided, and works in multiplayer!",1.1,sebsebsebh,24/02/2012,http://www.minecraftforum.net/topic/1053855-11-v13mineprinter-like-worldedit-only-clientsided-and-works-in-multiplayer/
[1.1] Endstone ++ Mod,1.1,xXEnderdragonXx,23/02/2012,http://www.minecraftforum.net/topic/1050015-11-endstone-mod/
[1.1] Crazy Wolves [Man's Best Friend] Fixed,1.1,NormalMan,23/01/2012,http://www.minecraftforum.net/topic/966443-11-crazy-wolves-mans-best-friend-fixed/
[1.1] Creeper Droppings,1.1,sharpsniperzero,23/01/2012,http://www.minecraftforum.net/topic/967030-11-creeper-droppings/
[1.1]Weaker Obsidian/Stack to 100,1.1,BlackShadow224,22/01/2012,http://www.minecraftforum.net/topic/963539-11weaker-obsidianstack-to-100/
[1.1]EasyObs,1.1,Pefu19,22/01/2012,http://www.minecraftforum.net/topic/963844-11easyobs/
[1.1] [API] Overlord 1.0.0,1.1,alexmack929,20/02/2012,http://www.minecraftforum.net/topic/1043793-11-api-overlord-100/
[V1.1] Cookie Mod's,1.1,CookieMods,20/01/2012,http://www.minecraftforum.net/topic/958226-v11-cookie-mods/
[1.1] EasierMiningMod [1.1],1.1,theangrytomato,19/02/2012,http://www.minecraftforum.net/topic/1039725-11-easierminingmod-11/
[1.1] Niles's mods!,1.1,nilesr,18/01/2012,http://www.minecraftforum.net/topic/952988-11-niless-mods/
[1.1]MoreB00M!,1.1,TheBetterMinerz,16/02/2012,http://www.minecraftforum.net/topic/1030129-11moreb00m/
[1.1]magicintell's EnderTools Mod,1.1,magicintell,16/02/2012,http://www.minecraftforum.net/topic/1031249-11magicintells-endertools-mod/
[1.1] [Mod] Jaryt23's Disk Crafting Mod!,1.1,Jaryt23,16/01/2012,http://www.minecraftforum.net/topic/946786-11-mod-jaryt23s-disk-crafting-mod/
[1.1]MobDispenser,1.1,DarkVarano,14/01/2012,http://www.minecraftforum.net/topic/942135-11mobdispenser/
[1.1] Nether Survival Mod,1.1,sabmate-forum,13/02/2012,http://www.minecraftforum.net/topic/1023959-11-nether-survival-mod/
[1.1]Levitating Mega Creepers[v1.0][ModLoader],1.1,AlbinoSunderd,10/2/2012,http://www.minecraftforum.net/topic/1013342-11levitating-mega-creepersv10modloader/
[1.1]PaulsoaresJr Mod Version Alpha 1.0,1.1,ScamperJr,9/2/2012,http://www.minecraftforum.net/topic/1011600-11paulsoaresjr-mod-version-alpha-10/
[1.1]More Food,1.1,FlorianGeil,7/2/2012,http://www.minecraftforum.net/topic/1007530-11more-food/
[1.1] [WIP] Speed & Extra Health Mod,1.1,TheMinecraftianDailyReal,6/2/2012,http://www.minecraftforum.net/topic/1004603-11-wip-speed-extra-health-mod/
[1.1] The Pointless Button Mod!,1.1,tayler6000,4/2/2012,http://www.minecraftforum.net/topic/996627-11-the-pointless-button-mod/
[1.1] Panda Mod V1,1.1,HugsforCreepers,4/2/2012,http://www.minecraftforum.net/topic/997731-11-panda-mod-v1/
[1.1] xXsquirr3lsXx Mods Thread,1.1,xXSquirrelsXx,2/2/2012,http://www.minecraftforum.net/topic/993279-11-xxsquirr3lsxx-mods-thread/
[1.1] No Language Button/Panorama Mod,1.1,TheRingHunter,1/2/2012,http://www.minecraftforum.net/topic/991465-11-no-language-buttonpanorama-mod/
[1.1] Glitchback - Bring the old good Glitches back!,1.1,tthomas1996,31/01/2012,http://www.minecraftforum.net/topic/988849-11-glitchback-bring-the-old-good-glitches-back/
[1.1] [MultiPlayer] [No ModLoader] MrFinish54's Weird English Mod! (REPOST),1.1,MrFinish54,29/01/2012,http://www.minecraftforum.net/topic/982726-11-multiplayer-no-modloader-mrfinish54s-weird-english-mod-repost/
[1.1] Gold ingot to Diamond,1.1,CowPoint,29/01/2012,http://www.minecraftforum.net/topic/982872-11-gold-ingot-to-diamond/
[1.1] Essential Crafting Recipes,1.1,trotter32,28/01/2012,http://www.minecraftforum.net/topic/978358-11-essential-crafting-recipes/
[1.1] Better GUI's!,1.1,danrox,28/01/2012,http://www.minecraftforum.net/topic/979193-11-better-guis/
[1.1] No Transparent blocks/items,1.1,dvidunis,28/01/2012,http://www.minecraftforum.net/topic/979449-11-no-transparent-blocksitems/
[1.1] Improved GUI by Lord_Rius v1.00,1.1,Lord_Rius,27/01/2012,http://www.minecraftforum.net/topic/976896-11-improved-gui-by-lord-rius-v100/
[1.1]The Advanced Minecraft Mod,1.1,Legancy51,26/02/2012,http://www.minecraftforum.net/topic/1058852-11the-advanced-minecraft-mod/
[1.1]Songs mod,1.1,imthegreatest123,25/02/2012,http://www.minecraftforum.net/topic/1056109-11songs-mod/
[1.1] Craft More v1.1,1.1,xXAleshXx,25/01/2012,http://www.minecraftforum.net/topic/972917-11-craft-more-v11/
[1.1]Tatter Mod!,1.1,Kubakhj,24/02/2012,http://www.minecraftforum.net/topic/1053867-11tatter-mod/
[1.1] Better Item Stacks,1.1,sharpsniperzero,23/01/2012,http://www.minecraftforum.net/topic/966967-11-better-item-stacks/
[1.1] Pumpkin-less Snow Golem,1.1,Vazkii,22/12/2011,http://www.minecraftforum.net/topic/886971-11-pumpkin-less-snow-golem/
[1.1] Edens additional Minecraft stuff [EXP Axe & Blutsauger],1.1,TheEdenKnight,22/01/2012,http://www.minecraftforum.net/topic/963817-11-edens-additional-minecraft-stuff-exp-axe-blutsauger/
[1.1] captain Sparklez music mod (asking for permion),1.1,pauliepaul1,22/01/2012,http://www.minecraftforum.net/topic/964960-11-captain-sparklez-music-mod-asking-for-permion/
MoreOres[1.1],1.1,FlorianGeil,21/02/2012,http://www.minecraftforum.net/topic/1045364-moreores11/
[1.1] The Core Jump Puzzle,1.1,DumbMan,21/01/2012,http://www.minecraftforum.net/topic/961455-11-the-core-jump-puzzle/
[1.1] TACOS MOD,1.1,trotter32,20/02/2012,http://www.minecraftforum.net/topic/1041545-11-tacos-mod/
[1.1]Easy Bridge / Block Flight,1.1,robert551,20/02/2012,http://www.minecraftforum.net/topic/1042139-11easy-bridge-block-flight/
[1.1]Stone Decors,1.1,CroNano,20/02/2012,http://www.minecraftforum.net/topic/1042786-11stone-decors/
Definition Mod [1.1],1.1,TwatStomper,19/01/2012,http://www.minecraftforum.net/topic/956256-definition-mod-11/
[1.1] Creeper Gangbang Mod,1.1,Allstar602,18/02/2012,http://www.minecraftforum.net/topic/1035810-11-creeper-gangbang-mod/
[1.1]Psifour's Mods,1.1,DrakeKylen,17/02/2012,http://www.minecraftforum.net/topic/1033799-11psifours-mods/
